CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Credit_Limit,Total_Revolving_Bal,Avg_Utilization_Ratio,City
803205258,Existing Customer,51,F,Graduate,Single,Unknown,Blue,45,2420,2379,0.983,Chicago
716041908,Existing Customer,54,F,High School,Single,Less than $40K,Blue,43,2082,805,0.387,Chicago
708837858,Existing Customer,44,F,Doctorate,Unknown,Less than $40K,Blue,34,2718,1718,0.632,Chicago
828227433,Existing Customer,50,M,High School,Single,$60K - $80K,Blue,46,5626,778,0.138,Chicago
714487458,Attrited Customer,49,F,Graduate,Divorced,$40K - $60K,Blue,40,2920,0,0,Chicago
711390333,Attrited Customer,59,M,Post-Graduate,Married,$80K - $120K,Blue,46,6526,489,0.075,Chicago
787974108,Attrited Customer,37,F,High School,Single,$40K - $60K,Blue,27,1793,792,0.442,Chicago
714036258,Existing Customer,47,F,Unknown,Single,Less than $40K,Blue,36,2798,1963,0.702,Chicago
788752833,Existing Customer,52,F,High School,Divorced,Less than $40K,Blue,32,2427,1581,0.651,Chicago
773108958,Existing Customer,55,F,Uneducated,Married,$40K - $60K,Blue,48,3011,2138,0.71,Chicago
782437008,Existing Customer,41,F,College,Married,Unknown,Blue,35,2255,1769,0.784,Chicago
710729358,Attrited Customer,40,F,High School,Single,Unknown,Blue,30,6479,0,0,Chicago
827423433,Existing Customer,41,F,Graduate,Divorced,Less than $40K,Blue,37,7492,1399,0.187,Chicago
756919683,Existing Customer,48,F,Unknown,Married,Less than $40K,Blue,41,3632,1294,0.356,Chicago
779219208,Existing Customer,38,F,High School,Single,Less than $40K,Blue,28,1744,0,0,Chicago
712342833,Existing Customer,52,F,Graduate,Married,Unknown,Blue,36,5905,2248,0.381,Chicago
721121283,Existing Customer,37,F,Graduate,Single,$40K - $60K,Blue,24,2573,1280,0.497,Chicago
790006383,Existing Customer,45,M,Unknown,Married,$80K - $120K,Blue,37,9654,2035,0.211,Chicago
756989583,Existing Customer,41,M,Graduate,Unknown,$40K - $60K,Blue,24,1605,0,0,Chicago
717477783,Attrited Customer,49,F,Unknown,Single,Less than $40K,Silver,37,10195,2389,0.234,Chicago
716614683,Existing Customer,49,M,College,Single,$60K - $80K,Gold,36,34516,1255,0.036,Chicago
789942033,Attrited Customer,43,M,Graduate,Single,$60K - $80K,Blue,34,10573,0,0,Chicago
740784258,Existing Customer,47,F,College,Single,Less than $40K,Blue,40,1789,1088,0.608,Chicago
711336033,Existing Customer,26,F,Unknown,Single,Unknown,Blue,36,7595,1032,0.136,Chicago
768141558,Existing Customer,51,M,College,Single,$40K - $60K,Blue,45,3272,1896,0.579,Chicago
717179508,Existing Customer,33,F,Graduate,Single,Less than $40K,Blue,26,2382,1565,0.657,Chicago
716520033,Existing Customer,52,M,Post-Graduate,Married,$80K - $120K,Blue,36,1981,1448,0.731,Chicago
783625008,Existing Customer,51,M,Post-Graduate,Single,$120K +,Blue,45,22294,0,0,Chicago
769330908,Existing Customer,49,F,High School,Married,Less than $40K,Blue,43,2574,1555,0.604,Chicago
789396783,Existing Customer,30,F,High School,Single,Less than $40K,Blue,20,2112,1109,0.525,Chicago
709310433,Existing Customer,65,F,Unknown,Single,Less than $40K,Blue,56,5441,812,0.149,Chicago
713094483,Existing Customer,43,F,Unknown,Married,$40K - $60K,Blue,32,4391,0,0,Chicago
770753733,Existing Customer,42,F,College,Single,Less than $40K,Blue,28,3044,1865,0.613,Chicago
712659408,Existing Customer,57,M,High School,Married,$40K - $60K,Blue,45,2721,2159,0.793,Chicago
768475383,Existing Customer,62,F,Unknown,Single,$40K - $60K,Blue,56,4467,0,0,Chicago
779655183,Existing Customer,48,M,College,Single,$80K - $120K,Blue,31,5033,0,0,Chicago
711278283,Existing Customer,61,F,High School,Unknown,Less than $40K,Blue,50,8604,1075,0.125,Chicago
713345508,Existing Customer,43,F,High School,Single,Less than $40K,Blue,36,2325,1662,0.715,Chicago
711379083,Existing Customer,60,F,Doctorate,Single,Less than $40K,Blue,42,2758,1429,0.518,Chicago
789144633,Existing Customer,45,M,Graduate,Married,$80K - $120K,Blue,34,9705,850,0.088,Chicago
708393633,Existing Customer,41,F,High School,Married,Less than $40K,Blue,31,2685,1647,0.613,Chicago
708657033,Existing Customer,60,F,College,Single,Less than $40K,Blue,54,2694,1923,0.714,Chicago
717949008,Attrited Customer,40,F,High School,Single,$40K - $60K,Blue,29,1554,412,0.265,Chicago
788866983,Existing Customer,63,F,Unknown,Single,Less than $40K,Blue,48,1438.3,0,0,Chicago
751283658,Existing Customer,42,F,Unknown,Single,$40K - $60K,Blue,35,1786,1316,0.737,Chicago
718243533,Existing Customer,48,M,Post-Graduate,Divorced,$60K - $80K,Blue,36,2648,0,0,Chicago
779754408,Existing Customer,44,M,Graduate,Single,$40K - $60K,Blue,33,2477,2123,0.857,Chicago
794866983,Existing Customer,51,F,Doctorate,Married,Unknown,Blue,45,7336,1031,0.141,Chicago
711832533,Existing Customer,42,M,High School,Single,$80K - $120K,Silver,32,34516,1396,0.04,Chicago
788552658,Existing Customer,46,F,Uneducated,Married,Less than $40K,Blue,30,2479,1759,0.71,Chicago
715415508,Existing Customer,42,F,Graduate,Single,Unknown,Blue,36,9396,1870,0.199,Chicago
719962458,Existing Customer,44,F,Graduate,Unknown,Less than $40K,Blue,34,2561,1491,0.582,Chicago
712734933,Attrited Customer,43,F,College,Married,Less than $40K,Blue,36,4020,0,0,Chicago
717410508,Existing Customer,43,M,Unknown,Married,$60K - $80K,Silver,30,25856,1281,0.05,Chicago
711796683,Existing Customer,50,F,Graduate,Single,Less than $40K,Blue,38,7398,1581,0.214,Chicago
709407933,Existing Customer,51,M,High School,Single,$80K - $120K,Silver,38,34516,1802,0.052,Chicago
810493458,Existing Customer,52,F,Uneducated,Single,Unknown,Blue,47,4058,1349,0.332,Chicago
720494058,Existing Customer,51,F,College,Married,Less than $40K,Blue,25,3042,0,0,Chicago
717050883,Existing Customer,60,F,High School,Single,Less than $40K,Blue,36,2688,1617,0.602,Chicago
713163258,Attrited Customer,38,F,Unknown,Married,Unknown,Blue,33,3388,0,0,Chicago
715659333,Existing Customer,43,F,High School,Single,$40K - $60K,Blue,36,4902,2517,0.513,Chicago
712414908,Existing Customer,45,F,Unknown,Married,Unknown,Blue,37,3241,0,0,Chicago
720175008,Existing Customer,48,F,Doctorate,Married,$40K - $60K,Blue,34,5069,1843,0.364,Chicago
719876808,Existing Customer,43,M,Unknown,Divorced,$80K - $120K,Blue,36,13625,0,0,Chicago
713334483,Attrited Customer,46,M,Post-Graduate,Single,$60K - $80K,Blue,32,8766,0,0,Chicago
708360108,Existing Customer,50,M,College,Single,$40K - $60K,Blue,41,2800,1338,0.478,Chicago
720676158,Existing Customer,34,F,Uneducated,Single,Unknown,Blue,21,9005,1994,0.221,Chicago
716631708,Existing Customer,56,M,High School,Married,$60K - $80K,Blue,36,2713,1990,0.734,Chicago
713025558,Attrited Customer,53,F,Doctorate,Single,Less than $40K,Blue,38,1438.3,0,0,Chicago
710506683,Existing Customer,47,F,High School,Single,$40K - $60K,Blue,39,1746,0,0,Chicago
712428333,Existing Customer,49,M,Uneducated,Single,$80K - $120K,Blue,41,2930,1901,0.649,Chicago
718041033,Existing Customer,47,F,Graduate,Married,Less than $40K,Blue,36,2178,1455,0.668,Chicago
709169133,Existing Customer,35,F,High School,Married,Unknown,Blue,23,1438.3,0,0,Chicago
718164858,Existing Customer,42,F,Post-Graduate,Married,Less than $40K,Blue,34,2021,1281,0.634,Chicago
809565183,Attrited Customer,52,F,Graduate,Single,Less than $40K,Blue,47,1842,625,0.339,Chicago
778377183,Existing Customer,49,M,Graduate,Single,$120K +,Blue,29,18284,1144,0.063,Chicago
712845258,Existing Customer,41,M,Uneducated,Married,$80K - $120K,Gold,33,34516,1642,0.048,Chicago
716915133,Existing Customer,42,F,Unknown,Single,Less than $40K,Blue,36,1696,0,0,Chicago
771403008,Existing Customer,52,M,Graduate,Unknown,$60K - $80K,Blue,40,7215,0,0,Chicago
787441383,Existing Customer,52,F,Graduate,Married,Less than $40K,Blue,37,1793,1284,0.716,Chicago
711345258,Existing Customer,52,F,High School,Married,$40K - $60K,Blue,44,5731,0,0,Chicago
713685033,Attrited Customer,44,F,Graduate,Married,Less than $40K,Blue,33,2417,0,0,Chicago
718205283,Existing Customer,48,F,College,Single,$40K - $60K,Blue,37,1438.3,0,0,Chicago
708337683,Existing Customer,51,M,Uneducated,Single,$60K - $80K,Blue,40,21800,893,0.041,Chicago
720941433,Attrited Customer,53,F,High School,Married,Less than $40K,Blue,41,1547,0,0,Chicago
710201058,Existing Customer,46,F,Graduate,Married,Less than $40K,Blue,38,1485,736,0.496,Chicago
785218458,Existing Customer,44,M,Graduate,Married,$40K - $60K,Blue,38,2505,2282,0.911,Chicago
770740308,Existing Customer,49,F,Graduate,Unknown,$40K - $60K,Blue,35,2631,1699,0.646,Chicago
787493808,Attrited Customer,48,F,Graduate,Unknown,Less than $40K,Blue,36,2700,2480,0.919,Chicago
708846183,Existing Customer,48,M,College,Single,$60K - $80K,Blue,30,3307,2234,0.676,Chicago
810586833,Existing Customer,38,F,Graduate,Divorced,Unknown,Blue,33,29638,857,0.029,Chicago
711151383,Attrited Customer,34,F,Post-Graduate,Single,Less than $40K,Blue,26,2066,347,0.168,Chicago
712425258,Existing Customer,46,F,Unknown,Single,Less than $40K,Blue,26,1859,1379,0.742,Chicago
772063308,Existing Customer,45,M,Graduate,Single,$60K - $80K,Blue,34,13362,0,0,Chicago
718574808,Existing Customer,33,F,Graduate,Single,Less than $40K,Blue,17,2431,1846,0.759,Chicago
717131283,Existing Customer,43,F,High School,Divorced,$40K - $60K,Blue,34,6034,1579,0.262,Chicago
798996183,Existing Customer,61,F,Unknown,Married,Less than $40K,Blue,55,2194,1512,0.689,Chicago
716831508,Existing Customer,47,F,High School,Single,$40K - $60K,Blue,34,1963,1524,0.776,Chicago
715297908,Attrited Customer,41,F,College,Unknown,Unknown,Blue,22,1438.3,1125,0.782,Chicago
813234108,Existing Customer,45,F,Uneducated,Married,Less than $40K,Blue,40,2922,1212,0.415,Chicago
711027183,Existing Customer,50,M,College,Single,$40K - $60K,Blue,45,6943,600,0.086,Chicago
718812708,Attrited Customer,57,M,Graduate,Single,$120K +,Blue,44,34516,219,0.006,Chicago
709505808,Attrited Customer,45,F,College,Single,Unknown,Blue,33,4345,2198,0.506,Chicago
711267633,Attrited Customer,50,F,Graduate,Divorced,Less than $40K,Blue,40,4248,316,0.074,Chicago
719613783,Existing Customer,51,F,Doctorate,Married,Less than $40K,Blue,42,1438.3,0,0,Chicago
719035758,Existing Customer,53,F,Uneducated,Divorced,Less than $40K,Blue,43,2383,1516,0.636,Chicago
708473133,Existing Customer,55,F,Graduate,Married,Less than $40K,Blue,45,1677,0,0,Chicago
712996833,Existing Customer,40,F,High School,Married,Unknown,Blue,33,2392,1129,0.472,Chicago
720963258,Attrited Customer,52,F,College,Married,Less than $40K,Blue,40,3474,0,0,Chicago
819606258,Existing Customer,48,M,Unknown,Married,$60K - $80K,Blue,43,8737,1629,0.186,Chicago
714634983,Attrited Customer,44,F,Unknown,Single,Unknown,Blue,36,3517,0,0,Chicago
806428908,Existing Customer,60,F,Graduate,Single,Unknown,Blue,55,13397,0,0,Chicago
710903358,Existing Customer,65,F,Unknown,Single,Less than $40K,Blue,55,6352,1386,0.218,Chicago
712676208,Existing Customer,46,F,High School,Single,Less than $40K,Blue,36,1787,1324,0.741,Chicago
709005633,Attrited Customer,62,M,High School,Single,$60K - $80K,Blue,51,18734,0,0,Chicago
712102983,Existing Customer,47,F,College,Married,Less than $40K,Blue,36,1438.3,0,0,Chicago
754480233,Existing Customer,50,M,Post-Graduate,Divorced,$40K - $60K,Blue,43,3525,0,0,Chicago
719042208,Existing Customer,43,M,Doctorate,Unknown,$60K - $80K,Blue,33,2067,1250,0.605,Chicago
716251608,Existing Customer,45,F,Unknown,Married,Less than $40K,Blue,36,2051,0,0,Chicago
715537383,Existing Customer,46,M,College,Single,$120K +,Blue,30,27378,1893,0.069,Chicago
709460883,Attrited Customer,38,F,Doctorate,Married,Less than $40K,Blue,28,1614,0,0,Chicago
789325008,Existing Customer,49,M,College,Single,Less than $40K,Blue,38,7862,1991,0.253,Chicago
719195733,Existing Customer,47,M,College,Married,$60K - $80K,Blue,36,4284,1900,0.444,Chicago
787665258,Attrited Customer,47,F,Unknown,Married,Less than $40K,Blue,37,1438.3,0,0,Chicago
710226708,Existing Customer,55,F,Uneducated,Divorced,Less than $40K,Blue,49,1438.3,680,0.473,Chicago
711982383,Existing Customer,62,M,Graduate,Single,$60K - $80K,Blue,49,21805,1777,0.081,Chicago
716345283,Existing Customer,55,M,Uneducated,Single,$60K - $80K,Blue,36,4712,1920,0.407,Chicago
816850458,Attrited Customer,33,M,Unknown,Married,$60K - $80K,Blue,28,1698,0,0,Chicago
710842308,Existing Customer,41,F,Uneducated,Single,$40K - $60K,Blue,26,2264,928,0.41,Chicago
713132133,Existing Customer,54,F,Unknown,Married,Less than $40K,Blue,39,2720,1694,0.623,Chicago
788874333,Existing Customer,55,M,Post-Graduate,Unknown,$120K +,Blue,40,15631,1305,0.083,Chicago
717987258,Existing Customer,43,F,Unknown,Single,$40K - $60K,Blue,36,2594,1686,0.65,Chicago
793712658,Attrited Customer,52,M,Graduate,Married,$80K - $120K,Blue,46,15011,2517,0.168,Chicago
708324483,Existing Customer,47,F,Unknown,Single,Less than $40K,Blue,39,1548,0,0,Chicago
768612258,Existing Customer,52,F,Unknown,Single,Less than $40K,Blue,46,2700,1623,0.601,Chicago
719659758,Existing Customer,45,F,High School,Married,$40K - $60K,Blue,35,2919,1670,0.572,Chicago
711313158,Existing Customer,50,F,Unknown,Single,Unknown,Blue,44,10721,0,0,Chicago
716483358,Existing Customer,44,M,Graduate,Single,$40K - $60K,Blue,29,6125,1329,0.217,Chicago
719829633,Existing Customer,42,F,Unknown,Married,Less than $40K,Blue,29,3200,1733,0.542,Chicago
812465958,Existing Customer,53,F,Post-Graduate,Divorced,Unknown,Blue,48,12286,997,0.081,Chicago
786536808,Existing Customer,51,M,College,Married,$80K - $120K,Blue,45,21543,0,0,Chicago
807369708,Existing Customer,52,M,College,Married,$120K +,Blue,47,6355,0,0,Chicago
711397533,Existing Customer,52,F,High School,Married,Less than $40K,Blue,41,5616,2410,0.429,Chicago
711740508,Existing Customer,50,F,Unknown,Married,$40K - $60K,Blue,40,2661,1575,0.592,Chicago
715233108,Existing Customer,38,M,College,Married,$60K - $80K,Blue,36,2836,862,0.304,Chicago
813807258,Existing Customer,50,F,High School,Married,$40K - $60K,Blue,45,1438.3,0,0,Chicago
769183908,Existing Customer,51,F,Doctorate,Single,Unknown,Blue,45,2109,683,0.324,Chicago
718451133,Existing Customer,48,M,Graduate,Single,$60K - $80K,Blue,40,14951,1413,0.095,Chicago
721115733,Existing Customer,47,M,Unknown,Married,$60K - $80K,Blue,36,1591,894,0.562,Chicago
720085233,Attrited Customer,51,F,Doctorate,Divorced,Unknown,Blue,40,8930,2517,0.282,Chicago
717036408,Existing Customer,36,F,Uneducated,Single,Unknown,Blue,36,4685,1626,0.347,Chicago
714427608,Existing Customer,45,F,Post-Graduate,Married,Unknown,Blue,29,2555,681,0.267,Chicago
780019908,Existing Customer,53,F,Graduate,Single,Less than $40K,Blue,43,2172,644,0.297,Chicago
827898033,Attrited Customer,54,F,Uneducated,Married,Unknown,Blue,50,2912,0,0,Chicago
720302883,Existing Customer,53,F,Graduate,Married,Less than $40K,Blue,35,3390,2180,0.643,Chicago
715893633,Existing Customer,47,F,Doctorate,Single,Less than $40K,Blue,36,2193,1084,0.494,Chicago
720730683,Existing Customer,51,F,Graduate,Married,Unknown,Blue,36,17412,730,0.042,Chicago
720638283,Existing Customer,40,F,College,Single,Less than $40K,Blue,20,2801,1731,0.618,Chicago
789053883,Existing Customer,43,M,Post-Graduate,Single,$60K - $80K,Blue,31,11186,2231,0.199,Chicago
719286708,Existing Customer,50,F,Graduate,Single,Less than $40K,Blue,39,2434,1340,0.551,Chicago
713952558,Attrited Customer,53,F,Doctorate,Single,Unknown,Blue,43,1790,1474,0.823,Chicago
793395933,Existing Customer,59,F,High School,Single,Less than $40K,Blue,53,2716,1740,0.641,Chicago
813895458,Existing Customer,49,F,Unknown,Single,Unknown,Blue,43,2874,0,0,Chicago
771733608,Attrited Customer,47,F,Graduate,Married,$40K - $60K,Blue,35,1438.3,0,0,Chicago
710102208,Existing Customer,56,M,Graduate,Single,$60K - $80K,Blue,36,18776,0,0,Chicago
719511783,Existing Customer,48,F,Unknown,Married,Unknown,Blue,41,1438.3,1197,0.832,Chicago
712849158,Attrited Customer,55,M,High School,Divorced,$80K - $120K,Blue,44,19793,2488,0.126,Chicago
783070833,Existing Customer,34,F,Graduate,Single,$40K - $60K,Blue,28,2472,1899,0.768,Chicago
713419908,Existing Customer,58,F,High School,Married,Unknown,Blue,50,12362,0,0,Chicago
789345408,Existing Customer,39,F,College,Married,$40K - $60K,Blue,29,1438.3,722,0.502,Chicago
720992883,Existing Customer,47,F,Graduate,Married,Less than $40K,Blue,37,3189,1863,0.584,Chicago
803652633,Existing Customer,47,F,Uneducated,Single,Less than $40K,Blue,41,2092,1575,0.753,Chicago
789248958,Existing Customer,37,F,High School,Married,$40K - $60K,Blue,26,2946,2517,0.854,Chicago
716178483,Existing Customer,41,F,Uneducated,Unknown,$40K - $60K,Blue,29,2430,0,0,Chicago
715440558,Existing Customer,50,F,Graduate,Married,Less than $40K,Blue,36,4143,1888,0.456,Chicago
711535158,Attrited Customer,46,F,College,Unknown,Unknown,Blue,35,2197,461,0.21,Chicago
713647083,Existing Customer,53,F,Uneducated,Single,Unknown,Blue,36,9314,1761,0.189,Chicago
718311933,Attrited Customer,53,F,Doctorate,Married,Less than $40K,Blue,37,3719,2517,0.677,Chicago
718404783,Attrited Customer,59,F,Unknown,Married,Unknown,Blue,49,6996,0,0,Chicago
817332483,Attrited Customer,63,M,Doctorate,Single,Unknown,Blue,47,7306,0,0,Chicago
710015733,Attrited Customer,41,F,Doctorate,Divorced,Less than $40K,Blue,30,2029,621,0.306,Chicago
794965233,Attrited Customer,51,F,Graduate,Married,Less than $40K,Silver,45,13199,781,0.059,Chicago
710512833,Existing Customer,38,F,Graduate,Married,Less than $40K,Blue,29,3304,1338,0.405,Chicago
710803008,Existing Customer,40,F,Doctorate,Married,Less than $40K,Blue,30,3125,2041,0.653,Chicago
712987608,Existing Customer,51,F,Doctorate,Single,Less than $40K,Blue,40,1438.3,1153,0.802,Chicago
716974383,Existing Customer,41,M,Graduate,Single,$80K - $120K,Blue,28,2491,1979,0.794,Chicago
720930633,Attrited Customer,58,F,High School,Single,Less than $40K,Blue,46,1977,0,0,Chicago
710136258,Attrited Customer,33,F,Graduate,Single,Less than $40K,Blue,24,1806,0,0,Chicago
779438208,Existing Customer,38,F,Graduate,Single,Less than $40K,Blue,22,1938,1175,0.606,Chicago
721017333,Existing Customer,42,F,Post-Graduate,Married,Less than $40K,Blue,36,3188,2002,0.628,Chicago
720952608,Existing Customer,44,F,High School,Single,Less than $40K,Blue,29,2288,1505,0.658,Chicago
712886733,Existing Customer,44,F,Graduate,Unknown,Less than $40K,Blue,32,1780,1338,0.752,Chicago
810545733,Existing Customer,47,F,College,Married,Unknown,Blue,42,2373,1480,0.624,Chicago
822132858,Attrited Customer,41,M,Uneducated,Married,$80K - $120K,Blue,37,23250,0,0,Chicago
713526258,Attrited Customer,47,M,Uneducated,Single,$120K +,Blue,36,34516,0,0,Chicago
712877733,Existing Customer,48,M,Graduate,Married,$80K - $120K,Blue,42,12882,1402,0.109,Chicago
713339283,Existing Customer,54,M,Unknown,Married,$60K - $80K,Blue,39,6348,798,0.126,Chicago
720473433,Existing Customer,59,F,Graduate,Unknown,Less than $40K,Blue,36,2621,2486,0.948,Chicago
780584658,Attrited Customer,33,F,Uneducated,Unknown,$40K - $60K,Blue,22,1843,1293,0.702,Chicago
711824358,Existing Customer,44,F,College,Single,Less than $40K,Blue,31,3228,0,0,Chicago
789990333,Existing Customer,43,F,Graduate,Single,$40K - $60K,Blue,35,2303,722,0.314,Chicago
721332033,Existing Customer,42,M,Unknown,Single,$80K - $120K,Blue,30,29195,892,0.031,Chicago
709612983,Attrited Customer,41,F,Graduate,Married,$40K - $60K,Blue,36,2990,1828,0.611,Chicago
771058908,Existing Customer,55,F,High School,Single,$40K - $60K,Blue,42,2873,2455,0.855,Chicago
715471833,Existing Customer,50,M,Post-Graduate,Married,$80K - $120K,Blue,36,28253,0,0,Chicago
711781233,Existing Customer,53,F,Graduate,Married,Unknown,Blue,45,1882,0,0,Chicago
713947908,Existing Customer,33,M,High School,Married,$80K - $120K,Blue,23,1630,0,0,Chicago
709741608,Existing Customer,51,M,Unknown,Single,$80K - $120K,Blue,36,4546,0,0,Chicago
709333608,Existing Customer,58,F,High School,Single,Unknown,Blue,46,2395,1345,0.562,Chicago
709688883,Attrited Customer,45,M,High School,Unknown,$80K - $120K,Blue,36,3845,0,0,Chicago
716269308,Existing Customer,56,F,Graduate,Single,Less than $40K,Blue,36,2836,1362,0.48,Chicago
708692583,Attrited Customer,44,F,High School,Single,Less than $40K,Blue,31,1506,168,0.112,Chicago
709892658,Existing Customer,48,F,Graduate,Single,Less than $40K,Blue,38,1605,1300,0.81,Chicago
713815383,Attrited Customer,53,M,High School,Single,$80K - $120K,Blue,36,11778,0,0,Chicago
710183283,Existing Customer,55,F,High School,Married,Less than $40K,Blue,36,2747,0,0,Chicago
711937158,Existing Customer,49,M,College,Married,$60K - $80K,Blue,39,2501,0,0,Chicago
771486933,Existing Customer,64,M,Graduate,Single,Less than $40K,Blue,52,2563,2242,0.875,Chicago
717450633,Attrited Customer,47,M,Uneducated,Single,$60K - $80K,Blue,36,1659,1544,0.931,Chicago
718421808,Existing Customer,56,F,Uneducated,Married,Unknown,Blue,43,3068,1765,0.575,Chicago
716403633,Existing Customer,60,F,College,Divorced,Less than $40K,Blue,50,3426,1650,0.482,Chicago
717646983,Attrited Customer,59,F,Graduate,Single,Less than $40K,Blue,49,3214,424,0.132,Chicago
778837083,Attrited Customer,50,M,Graduate,Married,$80K - $120K,Blue,31,12906,321,0.025,Chicago
768632958,Attrited Customer,59,F,Graduate,Single,Unknown,Blue,49,8708,1091,0.125,Chicago
715622508,Attrited Customer,52,M,Unknown,Married,$80K - $120K,Blue,41,7904,0,0,Chicago
708402333,Existing Customer,48,F,Doctorate,Divorced,Unknown,Blue,37,4549,1313,0.289,Chicago
708946008,Attrited Customer,46,F,College,Married,Less than $40K,Blue,36,1438.3,1214,0.844,Chicago
715625658,Existing Customer,49,F,High School,Married,Less than $40K,Blue,36,4476,1492,0.333,Chicago
789599283,Existing Customer,44,F,College,Divorced,Unknown,Blue,38,2002,1448,0.723,Chicago
708960858,Existing Customer,40,M,High School,Married,$80K - $120K,Blue,21,11502,2066,0.18,Chicago
814840833,Attrited Customer,44,M,Doctorate,Married,$120K +,Blue,39,7924,2517,0.318,Chicago
772082208,Existing Customer,39,M,Graduate,Single,$120K +,Blue,28,16199,0,0,Chicago
711597183,Existing Customer,43,M,Uneducated,Divorced,$80K - $120K,Blue,34,1452,0,0,Chicago
712110333,Attrited Customer,37,F,High School,Single,Unknown,Blue,18,2179,0,0,Chicago
718673358,Attrited Customer,35,M,Doctorate,Married,$80K - $120K,Blue,30,13590,1528,0.112,Chicago
712479633,Attrited Customer,31,F,Unknown,Single,Less than $40K,Blue,20,1695,0,0,Chicago
716108283,Existing Customer,53,F,Graduate,Married,Less than $40K,Blue,46,4430,1579,0.356,Chicago
779360808,Existing Customer,49,F,Graduate,Married,Less than $40K,Blue,35,2919,2032,0.696,Chicago
716352033,Existing Customer,49,F,Graduate,Married,Less than $40K,Blue,39,2796,1035,0.37,Chicago
716643033,Attrited Customer,41,F,Graduate,Married,Less than $40K,Blue,31,2580,2137,0.828,Chicago
711567333,Existing Customer,43,M,High School,Single,$60K - $80K,Blue,31,2834,1720,0.607,Chicago
788756133,Existing Customer,44,F,Unknown,Divorced,Less than $40K,Blue,24,2617,1508,0.576,Chicago
755437533,Existing Customer,48,F,Graduate,Single,Less than $40K,Blue,41,1522,1273,0.836,Chicago
713573508,Attrited Customer,41,M,Graduate,Unknown,$40K - $60K,Silver,32,16509,425,0.026,Chicago
709430508,Attrited Customer,40,M,High School,Unknown,$40K - $60K,Blue,32,7316,1335,0.182,Chicago
710645583,Existing Customer,44,F,Uneducated,Single,Unknown,Blue,37,7627,1742,0.228,Chicago
714253983,Existing Customer,44,M,Unknown,Married,$40K - $60K,Blue,36,9465,0,0,Chicago
771566208,Existing Customer,48,M,College,Married,Less than $40K,Blue,36,8795,1318,0.15,Chicago
713314533,Attrited Customer,40,M,Unknown,Single,$60K - $80K,Blue,27,12283,0,0,Chicago
720725883,Existing Customer,34,F,College,Single,Less than $40K,Blue,20,2715,1503,0.554,Chicago
708539583,Existing Customer,44,F,Unknown,Married,Unknown,Blue,25,19897,2232,0.112,Chicago
716747283,Existing Customer,44,F,Uneducated,Single,Less than $40K,Blue,36,2097,1224,0.584,Chicago
787519683,Existing Customer,41,F,Graduate,Single,Less than $40K,Blue,30,3028,2270,0.75,Chicago
721044333,Existing Customer,34,F,College,Single,Less than $40K,Blue,22,1695,761,0.449,Chicago
713679633,Attrited Customer,41,F,Graduate,Married,Less than $40K,Blue,33,1438.3,0,0,Chicago
711126483,Existing Customer,37,F,Graduate,Single,Less than $40K,Blue,28,1438.3,599,0.416,Chicago
814191333,Attrited Customer,55,M,Unknown,Divorced,$120K +,Blue,50,24250,278,0.011,Chicago
715040208,Existing Customer,49,F,Graduate,Single,Unknown,Blue,38,5076,871,0.172,Chicago
710769258,Existing Customer,40,F,Graduate,Single,Unknown,Blue,27,4438,1513,0.341,Chicago
715227633,Existing Customer,36,F,College,Single,Less than $40K,Blue,36,1964,0,0,Chicago
708635058,Existing Customer,53,F,High School,Single,Less than $40K,Blue,44,1904,886,0.465,Chicago
709051533,Existing Customer,46,F,Graduate,Married,$40K - $60K,Blue,26,2933,1569,0.535,Chicago
718940208,Existing Customer,55,F,Graduate,Single,Unknown,Blue,44,18202,1841,0.101,Chicago
712361583,Existing Customer,47,M,Graduate,Married,$80K - $120K,Silver,36,34516,760,0.022,Chicago
708390633,Existing Customer,52,F,Graduate,Married,Less than $40K,Blue,44,2421,2312,0.955,Chicago
720281508,Existing Customer,44,F,Doctorate,Divorced,Less than $40K,Blue,34,2406,1491,0.62,Chicago
720885558,Existing Customer,51,F,High School,Single,$40K - $60K,Blue,37,2621,2426,0.926,Chicago
709781208,Existing Customer,34,F,Unknown,Married,Less than $40K,Blue,26,2291,0,0,Chicago
710086308,Existing Customer,46,F,High School,Unknown,$40K - $60K,Blue,38,3645,1179,0.323,Chicago
713282733,Existing Customer,37,F,Graduate,Single,$40K - $60K,Blue,24,3375,1730,0.513,Chicago
815812683,Existing Customer,47,M,Unknown,Single,$120K +,Blue,42,8856,1433,0.162,Chicago
708204033,Existing Customer,36,F,Unknown,Single,Less than $40K,Blue,24,2980,2093,0.702,Chicago
720040158,Existing Customer,47,M,Uneducated,Single,$60K - $80K,Blue,36,17656,0,0,Chicago
755996583,Attrited Customer,57,F,Uneducated,Single,Less than $40K,Blue,50,2475,0,0,Chicago
711359058,Existing Customer,46,F,High School,Single,Less than $40K,Blue,33,3942,1711,0.434,Chicago
714064908,Existing Customer,57,F,Graduate,Single,Less than $40K,Blue,36,1771,1289,0.728,Chicago
717074283,Attrited Customer,45,F,Graduate,Divorced,Unknown,Blue,37,17678,0,0,Chicago
765847383,Existing Customer,50,M,Graduate,Married,$120K +,Blue,43,20958,0,0,Chicago
